,Gene,Counts,LogFC_Chamb,Adj.P.Val_Chamb,LogFC_Mann_,Adj.P.Val_Mann_,LogFC_Redmo,Adj.P.Val_Redmo,LogFC_Kotov,Adj.P.Val_Kotov,LogFC_Kowal,Adj.P.Val_Kowal,LogFC_Herau,Adj.P.Val_Herau,LogFC_Itoka,Adj.P.Val_Itoka,LogFC_Kim_v,Adj.P.Val_Kim_v,LogFC_Nordd,Adj.P.Val_Nordd,LogFC_Manse,Adj.P.Val_Manse,LogFC_Ali_D,Adj.P.Val_Ali_D,LogFC_Marya,Adj.P.Val_Marya,LogFC_Wahle,Adj.P.Val_Wahle,LogFC_Flach,Adj.P.Val_Flach,LogFC_Young,Adj.P.Val_Young,LogFC_Lazar,Adj.P.Val_Lazar,LogFC_Berse,Adj.P.Val_Berse,LogFC_Grove,Adj.P.Val_Grove,LogFC_Sun_G,Adj.P.Val_Sun_G,LogFC_Kong_,Adj.P.Val_Kong_,LogFC_Kirsc,Adj.P.Val_Kirsc,LogFC_Meng_,Adj.P.Val_Meng_
815,Chst2,4,,,,,,,,,,,,,0.657608675390677,0.0002143349172726,,,0.8597701258,0.0390429577,,,,,,,,,,,,,0.8670616061,1.64994748634209e-05,,,,,1.2201897073,1.00695266861964e-11,,,,,,
816,Ltbp4,4,,,,,,,0.790836195892841,3.18441067950722e-05,,,,,1.0989974317626,6.22805948996722e-08,1.81471410890077,0.0006636050148507,,,,,,,,,,,,,,,,,,,,,1.0363769327,5.57176212615322e-12,,,,,,
817,Tagln2,4,,,,,,,,,,,,,0.403959885277296,0.0009775504532222,0.431759249049829,6.740729020613741e-09,,,,,,,0.3558114089,0.0007789736,,,,,,,,,,,,,,,,,,,0.907923382657935,2.99827503504026e-06
818,Gkn3,4,,,,,1.5143572611084,0.000114393699081,,,,,,,,,,,1.1105108014,0.0388017175,,,,,1.6858342005,0.0006258315,,,,,,,,,,,,,1.3758337935,7.64146507055167e-07,,,,,,
819,Ncf1,4,,,,,,,-1.63787123995158,4.30918908878901e-05,,,,,-1.21579127161637,8.16271484848366e-05,,,-1.5999414127,0.0133413799,,,,,-1.2799314729,0.0018798813,,,,,,,,,,,,,,,,,,,,
820,Lin28b,3,,,,,,,-3.68613697844374,0.0001246420033003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7713066181,3.18560943523163e-06,-3.43668397842817,0.0001293425159367,,,,
821,Bank1,3,,,,,,,,,,,,,-3.14456915043525,1.98222693278403e-11,,,,,,,,,-2.5613855565,3.00862958632453e-08,-1.2072821028,0.0125756691,,,,,,,,,,,,,,,,,,
822,Grb7,3,,,,,,,6.29407910582363,2.1312708832465e-05,,,,,,,,,,,,,,,8.6881997842,8.42221151847932e-08,,,,,,,,,,,,,2.2496970362,2.1333287908598e-09,,,,,,
823,Coro2a,3,,,,,,,,,,,,,,,,,,,,,,,-0.7366661287,0.0001139575,,,,,,,,,-0.6324739721,0.0121717415,,,-0.5663065961,7.26228513551062e-05,,,,,,
824,Cdc6,3,,,,,,,,,,,,,,,,,-1.1753822571,0.0114985826,,,,,,,,,,,,,,,,,,,-0.6990017782,7.5141432483535e-07,,,,,-2.20562368260281,4.36468534263985e-05
825,Prr13,3,1.2154217,0.0157205078,,,,,,,,,,,,,0.500986822092951,0.000697358175611,,,1.59910473282499,1.26035929433283e-05,,,,,,,,,,,,,,,,,,,,,,,,
826,Ugt1a7c,3,,,,,,,-1.48555979757154,8.57172840011986e-07,,,,,,,,,,,,,,,-0.7796422724,0.0038327077,,,,,,,,,-0.9334123386,0.0045855059,,,,,,,,,,
827,Klf4,3,,,,,,,,,,,,,1.3133033482666,1.35728578071709e-10,,,,,-7.0877197503757,1.33840036141566e-22,,,,,,,,,,,,,,,,,1.2843468197,8.65383483051119e-05,,,,,,
828,Dnajb1,3,,,,,,,,,,,,,,,0.518821209348145,0.0014045232460202,,,-2.11199536559605,5.22621688810903e-08,,,0.4810598926,0.0002704028,,,,,,,,,,,,,,,,,,,,
829,Bace2,3,,,,,,,3.81284458762828,0.0002725197755632,,,,,1.15921274901367,2.34247704822103e-06,,,,,,,,,,,,,,,,,,,,,,,,,4.15587179258703,4.95370193528524e-05,,,,
830,Fcer1g,3,,,,,,,-1.54315925830131,3.8730776910231e-07,,,-0.299398546661817,3.7220675820554904e-97,,,,,,,,,,,-0.9419025229,4.80730080743133e-05,,,,,,,,,,,,,,,,,,,,
831,Tle2,3,-2.447461433,0.0196023135,,,,,,,,,,,-0.642581157926871,0.0013497778985474,,,,,,,,,,,,,,,,,,,,,,,,,-0.745292456297451,0.000461478351722,,,,
832,Ppp1cc,3,,,,,,,,,,,,,,,,,,,,,,,-0.9095624444,0.0005585409,,,0.943604422229165,0.0273213937011932,,,,,,,,,,,0.790491240766,0.0002117901207001,,,,
833,Nfkbid,3,,,,,,,,,,,,,,,,,,,-3.76712385473629,1.2874151764762e-12,,,,,,,,,,,,,,,,,,,2.120740618276,1.51005426249842e-06,0.6264613455,9.64504498196932e-06,,
834,Gbp4,3,,,,,1.74612369905223,0.0003056695464375,0.955325042078811,7.96750180359595e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72802434761104,3.16939282536687e-08,,,,
835,Kif15,3,,,,,,,-0.680099673641976,0.0008492989879139,,,,,1.52460362995407,0.0001421860578875,,,,,,,,,,,,,,,,,,,,,,,,,1.77987080111194,0.0008945498636828,,,,
836,Thsd1,3,,,,,,,,,-0.3234013774,1.76474267098401e-07,,,-0.934913974942241,4.929072413930461e-09,,,,,-2.58648851370434,0.0001477206153602,,,,,,,,,,,,,,,,,,,,,,,,
837,Kazald1,3,,,,,,,-0.645614192325469,0.0016460694602789,,,,,-1.09770162264611,8.54808619517701e-08,,,,,,,,,-1.0211774631,0.0005625811,,,,,,,,,,,,,,,,,,,,
838,Syncrip,3,0.8183827125,0.0262471437,,,,,,,,,,,,,,,-1.0036293918,0.030428446,,,,,,,-1.2034121225,0.0166266443,,,,,,,,,,,,,,,,,,
840,Gm13212,3,,,,,,,,,,,,,,,,,,,,,,,0.6782569969,0.000917138,,,,,,,,,1.1228845239,0.0312284082,,,0.9629323925,8.620574954181589e-11,,,,,,
841,Hmgb2,3,,,,,-0.612419548502148,0.0001043244905526,-0.755842173358321,1.1325176200355e-06,,,,,,,-0.653936733828703,0.0005020210561777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Rps19,3,,,,,,,,,0.351463325,1.41818858030556e-05,,,,,0.336428184044663,1.95798517442247e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943928481747854,0.0009574320326976
843,F2rl3,3,,,,,,,0.713761831976923,0.0003077676414717,,,,,,,,,,,,,,,0.6606253949,2.79491795814767e-06,,,,,,,,,0.8903539134,0.0234203155,,,,,,,,,,
844,Mthfd1,3,,,,,,,,,,,,,,,-0.675938024628369,0.0001296530292945,,,-1.65179888376822,2.76912116234213e-05,,,,,,,,,,,,,,,,,,,,,,,-2.87129849276425,1.26320480820592e-05
845,Tsc22d3,3,,,,,0.578741293954324,9.42187372123277e-05,,,,,,,-0.480798937701865,4.95581801334648e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24011715886856,1.6659656041236e-08
846,Ccna2,3,,,,,,,,,,,,,0.817379155070795,1.99289364544942e-05,-0.893294739418357,4.13252385868974e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.31220964139137,3.06171474061227e-06
847,Hp,3,,,,,,,,,,,,,1.54597312334951,0.0004540521655139,,,,,,,,,-1.9759341888,0.0015885912,,,,,,,,,,,,,,,4.89942965222323,5.60525184301769e-06,,,,
848,Nxpe5,3,,,,,,,0.912946013854345,5.22921564689183e-06,,,,,1.07155245129043,6.50504087934065e-07,,,,,,,,,1.0393738379,5.6034378440571e-05,,,,,,,,,,,,,,,,,,,,
849,Dusp1,3,,,,,1.41995762794031,2.5608075157397597e-11,,,,,0.610878378530496,4.07208396206107e-245,,,,,,,-3.31067125084271,1.0772947673648399e-12,,,,,,,,,,,,,,,,,,,,,,,,
850,Vcam1,3,,,,,,,,,,,,,-2.91561446050654,3.98670983616813e-16,-3.01001817213758,5.44186723804472e-05,,,,,,,,,,,,,,,,,,,,,-0.9967846342,1.70222980498034e-07,,,,,,
851,Smtnl1,3,,,,,,,,,0.2535056544,0.0003400749,,,,,2.23002498565553,2.93235646127022e-05,1.1224946146,0.0183326336,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Rhob,3,,,,,1.2885279015975,5.66532579816475e-05,,,,,,,,,,,,,-2.92174195053636,6.5690805992602706e-09,,,,,,,,,,,,,0.7893715785,0.0429269447,,,,,,,,,,
853,Actb,3,,,,,,,,,-0.5883294108,8.218065954311789e-11,,,,,-0.319701062533506,2.82488356605746e-06,,,,,,,,,,,,,,,,,,,-0.4946106833,0.0005418383,,,,,,,,
854,Ftl1,3,-0.7698966013,0.0300399779,,,,,,,,,,,,,0.27953534833599,1.47017884963052e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933398917010471,2.86436866229901e-05
855,Scpep1,3,,,,,,,-0.672527933632346,0.0007214657282154,,,,,-0.566096615356195,0.0005475966133135,,,,,,,,,-0.6397697691,0.0019241568,,,,,,,,,,,,,,,,,,,,
856,Pcdhga1,3,,,,,,,1.2686335975692,0.0019641626068555,,,,,1.7164057140186,0.0004198746798829,,,,,,,,,,,,,,,,,,,1.4243418658,0.0312494419,,,,,,,,,,
857,Neurl3,3,,,,,,,-0.550145360292076,0.0002783701034839,,,,,-0.839968129603397,2.3442595285914698e-11,,,,,,,,,,,,,,,,,,,,,,,,,-0.690786026784299,3.81893150713759e-05,,,,
858,Dhrs7,3,,,,,,,,,-0.4710710806,2.1704260739598803e-09,,,-0.647410969176018,0.0007570258757025,,,,,,,,,,,,,-0.994714895583335,0.0426866650997375,,,,,,,,,,,,,,,,
859,Mrgpra2a,3,,,,,,,5.63540287066718,5.03070980836234e-06,,,,,6.04169874490203,0.0014545595453726,,,,,,,,,,,,,,,,,,,,,,,3.7558830232,1.2315520485291e-07,,,,,,
860,Plk1,3,,,,,,,,,,,,,1.08527364800764,6.13780157624449e-05,,,,,,,,,,,,,,,,,,,,,,,-0.5765348193,9.87012247726235e-05,2.81454475919581,4.53309826208781e-05,,,,
861,Cd302,3,,,,,,,,,,,,,0.906571236261884,7.67718977986143e-05,,,,,,,,,1.4261768932,3.66835452482408e-10,,,,,,,,,0.638121888,0.0210513688,,,,,,,,,,
862,S1pr1,3,,,,,,,,,,,,,,,,,,,-1.52734600544019,0.0001893553856191,,,0.6829050536,3.24576250673089e-05,,,,,,,,,,,,,0.8915810582,3.40015443323644e-08,,,,,,
863,Tcp11l2,3,,,,,,,,,,,,,,,,,0.7873121845,0.0467310346,,,,,,,,,,,,,,,,,,,0.6167073523,6.6935461189549e-05,,,,,1.30638094780583,3.36286015375485e-05
864,Arid5b,3,,,,,,,,,,,,,,,,,0.7321462873,0.0409814837,,,,,,,,,,,,,0.7570935191,0.0001104157,0.8175741936,0.0342057764,,,,,,,,,,
865,Anxa5,3,1.343114715,0.0153179182,,,,,,,,,,,,,0.669397904093021,1.58310524301837e-07,,,,,,,0.476501267,2.27676111347142e-05,,,,,,,,,,,,,,,,,,,,
866,Tnfaip8,3,2.2646221375,0.0224732352,,,,,,,,,,,-1.61095687763031,2.5715111056598e-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.922665200758393,0.0003778584421841
867,H2-K2,3,,,,,0.902355668382821,1.09783351201673e-05,0.751140618817773,8.7907436714386e-06,,,,,,,,,,,2.37976290799631,0.0001494644895528,,,,,,,,,,,,,,,,,,,,,,,,
868,H2-Q7,3,,,,,,,0.568746281200786,0.0004022327425699,,,,,,,0.628747954723456,1.11285598119893e-13,,,,,,,,,,,,,,,,,,,,,,,0.564169725117418,0.0001170205834378,,,,
869,Basp1,3,,,,,0.811663250779653,0.0001639559893218,,,,,,,0.643316180187101,4.96189582229161e-05,,,,,1.63816406500239,0.0002237503886098,,,,,,,,,,,,,,,,,,,,,,,,
870,Sirpa,3,-1.3403541251,0.0157205078,,,,,,,,,,,-0.536675105018199,0.0006693593203079,,,,,,,,,-0.9040051172,1.73453024331816e-05,,,,,,,,,,,,,,,,,,,,
871,Ptprcap,3,,,,,,,,,,,,,,,0.362441045327243,0.0013450396823823,,,1.37227752329872,0.0001056082216373,,,,,,,,,,,,,,,,,,,,,,,0.916552982843297,0.0002150442622367
872,Mfsd2b,3,,,,,,,,,,,,,1.7583158635764,3.04199856978775e-06,-1.44856836754892,2.75720307440471e-06,,,,,,,0.9423603166,0.0042655733,,,,,,,,,,,,,,,,,,,,
873,Ctso,3,,,,,,,0.48119274313198,6.46395979676359e-05,,,,,,,,,,,,,,,0.5002316113,0.0027350992,0.8040434426,0.0496063452,,,,,,,,,,,,,,,,,,
874,Mtus1,3,,,,,,,-2.11388473227738,1.1756791799633802e-09,,,,,-1.79476607411516,3.64344319902092e-12,,,,,,,,,-1.8516575701,3.60597996474988e-08,,,,,,,,,,,,,,,,,,,,
875,Dnmt3b,3,,,,,,,,,,,,,-0.50484398019894,0.0019267042586362,,,-0.9878513663,0.0114985826,,,,,-0.7559176256,0.000450659,,,,,,,,,,,,,,,,,,,,
877,Sis,3,,,,,,,,,,,,,,,,,,,,,,,4.7776340603,3.80356122327167e-14,,,,,5.38250017717731,0.0002125388879344,,,,,,,2.2021988432,3.0494119411576203e-15,,,,,,
878,Fcnb,3,,,,,,,,,,,,,6.51997013776125,0.0004432645474011,,,,,,,,,-6.5341825812,0.0001932953,,,,,,,,,,,,,,,3.82563743067176,0.0001992060017298,,,,
879,Ccdc112,3,,,,,,,,,,,,,0.812352269576668,0.0002016572150897,,,0.6363250593,0.0308972505,,,,,,,,,,,,,,,,,,,,,0.567142419755273,0.0007560870097342,,,,
880,H2-DMb1,3,,,,,0.806231981137804,2.13124961044259e-06,0.514069360051703,0.0012894274806568,,,,,,,0.675745621043036,0.0006660493925455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Itgb2,3,,,,,,,,,-0.3312362073,1.99321481809738e-08,,,,,,,-0.6883749185,0.0439782114,,,,,,,,,,,,,,,,,,,,,,,-0.3763585237,0.0005137519,,
882,Cks1b,3,,,,,,,-0.564195428554398,0.0001383904318704,,,-0.280424997542011,1.44403085053216e-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.20954759089067,0.0010652183568459
883,Siglecg,3,,,,,,,-2.54213683842175,8.81972557329669e-05,,,,,-6.89064504397564,3.2899902306214e-05,,,,,,,,,,,,,,,,,,,,,,,-1.8396421468,1.03992525622798e-08,,,,,,
884,Cdcp1,3,,,,,,,0.716353697431917,2.45844370305827e-05,,,,,,,,,0.760554944,0.0402395925,,,,,,,0.7565202844,0.0286333611,,,,,,,,,,,,,,,,,,
885,Jag1,3,,,,,,,,,,,,,,,,,,,,,3.20677291352404,0.000152173690461,,,2.2036124831,0.0017614739,,,,,,,,,,,1.0166988591,3.48979796996397e-06,,,,,,
886,Serpina3g,3,,,,,,,,,-0.7238299559,0.0031868782,,,-0.363272114467841,0.0028992103752008,,,-0.7856715904,0.0454461521,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Zan,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4941037403,0.0333458126,,,-1.8179316678,8.240502601522299e-13,-2.42415217786261,0.0008841543442951,,,,
888,Hmgb3,3,2.731037409,0.0277722888,,,,,-0.415688050533574,0.0005146031257785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.15369658014,0.0001973230405388
889,Ly6a2,3,,,,,,,-2.97131932092311,0.0009139788098805,,,,,,,,,,,,,,,-3.2096564629,1.27053359793562e-06,,,,,,,,,,,,,2.6752711621,2.28274232548523e-07,,,,,,
890,Cytl1,3,,,,,,,7.24474070071802,1.84512138580212e-07,,,,,,,,,,,,,5.94548199677398,4.53834101674288e-05,,,,,,,,,,,,,,,2.0550007862,7.25076813505586e-05,,,,,,
891,Sptbn4,3,,,,,,,,,,,,,1.26059274065182,0.0002681213046939,,,,,,,,,,,,,,,,,,,,,,,1.0238378251,9.60116918297311e-06,1.76804255484059,0.0011703489935459,,,,
892,Fabp4,3,,,,,,,,,,,,,,,,,-1.6363809778,0.0232286677,-8.31026661323171,0.0002309505263876,,,,,,,,,,,,,,,,,-1.4172158767,4.54548485729352e-05,,,,,,
893,Trim28,3,,,,,,,-0.415336661545185,0.0004429666726336,,,,,,,,,,,,,,,-0.6606056491,0.0024162366,,,,,,,,,,,,,,,,,,,-1.24718101299019,0.0007593894911105
894,Fanca,3,,,,,,,-0.955589920040578,0.0008759743544905,,,,,1.51317787392502,1.67840037648997e-06,,,,,,,,,,,,,,,,,,,,,,,-0.7154030976,9.25662310493747e-05,,,,,,
895,Rgs2,3,,,,,,,-1.79625296259885,3.66745179175435e-08,,,,,-0.753993590564678,4.56338567755515e-09,,,,,-4.54582603026503,1.1799082911935e-23,,,,,,,,,,,,,,,,,,,,,,,,
896,Asph,3,0.8053047428,0.0240785255,,,,,0.445434763888762,0.0012583033777623,,,,,,,,,1.0646108198,0.0100105303,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Gimap4,3,,,,,,,,,,,,,-3.16084477324433,3.91672797873734e-06,,,,,,,,,-1.1946820149,0.0001141545,,,,,,,,,,,,,,,,,-0.3940276942,0.0371380526,,
901,Cfp,3,,,,,,,-1.77828356040086,6.88760490796344e-05,,,,,,,,,-1.1761119326,0.0215708784,,,,,-0.9402448949,0.0024654833,,,,,,,,,,,,,,,,,,,,
902,Laptm4a,3,,,,,0.521101145173354,0.000145394138478,,,,,,,,,0.429236111591743,2.65274827585182e-05,,,,,,,0.3417589561,0.0025020355,,,,,,,,,,,,,,,,,,,,
903,Vegfa,3,,,,,,,,,,,,,-1.00084881486428,3.27149897896233e-08,,,,,-4.85209054983427,1.01822889706966e-23,,,-1.6890551659,7.49929793736907e-05,,,,,,,,,,,,,,,,,,,,
904,Tnfrsf13c,3,,,,,,,-1.14272490876386,2.24919384450587e-05,,,,,-1.29895250952362,1.7863739429458e-09,,,,,,,,,,,,,,,,,,,-0.68315458,0.0183091886,,,,,,,,,,
905,Stx7,3,0.9611834311,0.021124688,,,,,,,,,,,,,,,,,,,,,0.408111788,0.0012422067,,,,,,,,,,,,,,,,,,,1.12195191018081,0.0001882649096746
906,Ggt1,3,,,,,,,2.05902428348541,2.53095881866267e-06,,,,,2.64521095967583,1.4265088769115601e-09,,,,,,,,,1.4786595279,0.0005543642,,,,,,,,,,,,,,,,,,,,
907,Ticrr,3,,,,,,,,,,,,,1.5706491587768,9.36588973521107e-05,,,,,,,,,,,,,,,,,,,,,,,-0.8049878413,3.07473391664967e-05,,,,,-11.2087838211098,0.0001125679483065
908,Elavl2,3,,,,,,,4.99003453140804,0.0003500123441331,,,,,,,,,,,,,,,5.554637359,0.002260646,,,,,,,,,,,,,1.7853020453,7.02832809485668e-06,,,,,,
909,Lama5,3,,,,,,,,,,,,,1.29258570177961,6.97850796312816e-05,,,,,,,2.68123447805975,0.0002890056515228,,,,,,,,,,,0.7171608491,0.0076535777,,,,,,,,,,
910,Rbm19,3,,,,,,,1.59761180374081,1.09512904417637e-22,,,,,0.722094973169274,0.0005667805779551,,,,,,,,,1.4558267102,8.61126626864276e-11,,,,,,,,,,,,,,,,,,,,
911,Pcdhb17,3,,,,,,,3.69379885380597,1.19816695823391e-06,,,,,,,,,,,,,,,,,,,,,,,,,0.719098319,0.0153144765,,,1.1930858807,6.43140312362856e-07,,,,,,
912,Ptprv,3,-1.6084292889,0.0219142568,,,,,,,,,,,,,,,0.7753854417,0.0480521461,,,,,,,,,,,,,,,,,,,-1.0972823046,6.07357975305192e-05,,,,,,
913,Sspn,3,,,,,,,,,,,,,,,,,2.8172231103,0.0100105303,,,,,2.1509855305,6.35011219512113e-06,,,,,,,,,,,,,1.887764592,3.819819532197099e-12,,,,,,
914,C1qb,3,,,,,,,,,,,,,,,-1.80617499770961,0.0002323418397986,-0.8659143701,0.015708198,,,,,,,,,,,,,,,-0.6449806993,0.0188475769,,,,,,,,,,
915,Nsf,3,2.7319055819,0.0159218914,,,,,0.505770526657558,9.19484562679492e-05,,,,,0.470174210832705,0.0022613053272468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Il27ra,3,,,,,,,0.543215444011827,0.0001662394344554,,,,,,,0.998837693118722,6.27645796867194e-06,,,,,,,0.5847864946,3.88770525718564e-05,,,,,,,,,,,,,,,,,,,,
917,Rgcc,3,-1.5540081063,0.0250400461,,,,,-1.43312609032927,5.00735373127037e-07,,,,,,,,,,,-3.70396407854998,9.59401437658694e-10,,,,,,,,,,,,,,,,,,,,,,,,
918,S100a8,3,,,,,,,,,,,,,2.06051362997802,8.691968008223439e-28,-1.3056086338822,1.00408259336491e-08,,,2.03269557270419,7.84597047779755e-05,,,,,,,,,,,,,,,,,,,,,,,,
919,Slc44a1,3,1.3191309594,0.0178527058,,,,,,,,,,,,,,,0.7625137881,0.0259826561,,,,,,,,,,,,,,,,,,,0.7759543447,1.775376737549e-05,,,,,,
920,Casp4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583433115583327,0.0356750159225802,,,,,0.498237173,0.0392396549,,,,,0.773462395817056,0.0013942291810332,,,,
921,Pygm,3,,,,,0.972183994699494,1.99458264958842e-05,,,,,,,,,1.3735091687611,3.7978437957241005e-10,,,,,,,,,,,,,,,,,,,,,0.915854444,6.96441657944551e-12,,,,,,
922,Cox5a,3,,,,,,,-0.483871044730824,0.0019932792468699,,,,,0.41118726335488,0.0035763215029771,-0.505684221581141,0.0004998917513149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Phgdh,3,,,,,,,,,,,-0.296434284118064,5.30146582698226e-146,,,,,-0.7453865063,0.0308670916,,,,,,,,,,,,,,,,,,,,,,,,,-1.59558283026478,1.16949694821846e-05
924,Bcam,3,,,,,,,0.735685833473611,0.0001727636075757,,,,,0.687083806004725,2.03544891103041e-05,,,,,,,,,,,,,,,,,,,,,,,0.6644810396,5.41894220035308e-05,,,,,,
925,Ngp,3,,,,,,,,,,,,,2.34022268091434,1.93859665708001e-40,-1.7625453171972,8.93257888183419e-09,,,,,,,-3.9010979819,7.44174889147621e-06,,,,,,,,,,,,,,,,,,,,
926,Aqp1,3,,,,,,,,,,,,,,,-1.24541220612023,6.92064118404445e-16,,,,,2.85459715374902,5.70469839208635e-05,0.6973724805,0.0010882752,,,,,,,,,,,,,,,,,,,,
927,Atp1a3,3,,,,,,,,,,,,,6.08102869029224,0.0010662788153544,,,,,,,,,-3.1873119209,0.000177776,,,,,,,,,,,,,1.9646763013,1.06817971578009e-06,,,,,,
928,Cdkn1a,3,,,,,,,,,,,,,0.509814318018598,0.003038792643046,,,,,-4.25126559057477,1.02481390347019e-13,,,,,,,,,,,,,,,,,,,3.22869004267193,8.61552482455295e-05,,,,
929,Atp13a3,3,,,,,,,-0.922186681370625,0.0006395520723404,,,,,,,-1.13974410724396,0.0003925199365626,,,-2.36008743330259,9.45429454054144e-07,,,,,,,,,,,,,,,,,,,,,,,,
930,Atp1b2,3,,,,,,,-1.74541262546403,0.0011018358900048,,,,,,,-2.06843232522435,3.76574156999244e-10,,,,,,,,,,,,,,,,,,,,,-1.1130204255,8.15519855976712e-07,,,,,,
931,Ifnlr1,3,,,,,,,,,,,,,,,,,,,,,5.32892707871128,0.0002578444914728,,,,,,,,,,,,,,,3.2942055779,1.70599776976184e-21,4.08284493296201,0.0003589913154542,,,,
932,Ccnb2,3,,,,,-0.745414637014767,2.89973777273302e-06,,,,,,,0.710823135242398,0.000975611592025,,,,,,,,,,,,,,,,,,,,,,,,,1.75341818459181,0.0005046569391844,,,,
933,Tnfsf4,3,,,,,,,,,,,,,,,,,0.8645237632,0.0207789192,,,,,1.1317772571,2.11245902458726e-05,,,,,,,,,,,,,0.938940766,1.02755529966103e-06,,,,,,
934,Cxcl2,3,,,,,,,,,,,,,,,,,,,-4.44282187773854,0.0001560645647234,,,,,,,,,,,,,,,,,-1.8183967418,1.11864568159797e-05,5.01323648249612,0.000140081707472,,,,
935,Mamld1,3,,,,,,,2.19847110007142,0.001375110217349,,,,,3.24356918818576,8.9744817976628e-08,,,,,,,,,,,,,,,,,,,,,,,,,3.8388880526599,0.0002802989442455,,,,
936,Fgd5,3,,,,,,,0.589077873202026,6.22700661814165e-05,,,,,,,0.848906038683906,0.0012522909277246,0.5554037525,0.0402551241,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Tgfb3,3,,,,,,,0.91076983449303,0.0019667000871199,,,,,1.20200291511535,1.08100215960037e-05,,,,,,,,,,,,,,,,,,,0.6170271223,0.0076535777,,,,,,,,,,
938,Dstn,3,1.9957216688,0.0291356844,,,,,,,,,,,,,,,,,,,,,0.4054558737,0.0019587561,,,,,,,,,,,,,,,1.21189188673826,5.09854262232403e-07,,,,
939,Ankrd13a,3,,,,,,,,,,,,,,,,,,,,,,,-0.7948978637,0.0001580502,,,,,,,,,,,,,,,-0.490981068001395,0.0015834379357225,,,-1.48882647498478,0.000502949568945
940,Cd69,3,,,,,,,-1.16219244050972,0.0001970803867826,,,,,,,,,,,-3.46525490082356,0.0002922257270934,,,-1.6477294176,3.86030507036397e-07,,,,,,,,,,,,,,,,,,,,
941,Slc35f2,3,,,,,,,0.553583081378621,0.0018853509772657,,,,,0.829706788779562,6.48869701542179e-06,,,,,,,,,0.9833198905,7.39337101449644e-07,,,,,,,,,,,,,,,,,,,,
942,Il2rg,3,,,,,,,0.579991865708811,0.0002633718916416,,,,,0.449813558945138,0.0010283739016137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724905857701187,0.0005645272561697
943,Krt8,3,,,,,,,,,,,,,1.07075670353306,4.58972545133443e-05,,,1.2070658037,0.0321043755,,,,,,,,,,,,,,,,,,,,,2.7200254029531,0.0006023342054574,,,,
945,Dpy19l2,3,,,,,,,,,,,,,,,,,,,,,,,1.480482812,0.0017619669,1.8074931955,0.0059347967,,,,,,,,,,,2.4227806995,7.38950962187052e-16,,,,,,
946,Incenp,3,-1.0553665525,0.0286554848,,,-0.795775705719458,0.0002371844888419,,,,,,,0.581783729380826,0.0038264661967226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Tgm5,3,,,,,,,-2.01803643606841,0.0005983948166843,,,,,-1.94382304793756,0.0002497440439467,,,,,,,,,-2.4519752343,4.78016971750827e-10,,,,,,,,,,,,,,,,,,,,
948,Fads2,3,,,,,0.600412156240264,0.0001515398087087,,,,,,,,,0.759758362955521,0.0002081186056138,,,,,,,,,,,,,,,,,0.4889976021,0.0425906119,,,,,,,,,,
949,Rprm,3,,,,,,,,,,,,,1.35429664318376,0.0008008414946386,,,1.4656022388,0.0465719519,,,,,3.1623135009,3.6072201336791904e-09,,,,,,,,,,,,,,,,,,,,
950,B3gnt3,3,,,,,,,1.02765653469979,0.0008327464668822,,,,,0.656136852222286,0.0023810881212914,,,,,,,,,,,,,,,,,,,,,,,0.9535185204,1.4565657495155e-06,,,,,,
951,Wee1,3,,,,,-0.711778700651584,8.97880961644801e-05,,,,,,,-0.515219081987258,9.58384198858671e-05,,,,,,,,,-0.8232716906,1.61516667248661e-05,,,,,,,,,,,,,,,,,,,,
952,Serping1,3,,,,,,,2.3590998495114,2.1594659606872e-06,,,,,1.58366499735125,6.703663272675e-06,,,,,,,,,1.483447185,0.0005139808,,,,,,,,,,,,,,,,,,,,
953,Jak3,3,,,,,,,0.646137877328065,1.42423192039697e-05,,,,,0.393360975324804,0.0013245630710048,0.5817219611008,0.0002922861750642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
